Date,Open,High,Low,Close,Adj Close,Volume
1993-01-29,43.96875,43.96875,43.75,43.9375,24.113252639770508,1003200
1993-02-01,43.96875,44.25,43.96875,44.25,24.284774780273438,480500
1993-02-02,44.21875,44.375,44.125,44.34375,24.336210250854492,201300
1993-02-03,44.40625,44.84375,44.375,44.8125,24.59347152709961,529400
1993-02-04,44.96875,45.09375,44.46875,45.0,24.696367263793945,531500
1993-02-05,44.96875,45.0625,44.71875,44.96875,24.679231643676758,492100
1993-02-08,44.96875,45.125,44.90625,44.96875,24.679231643676758,596100
1993-02-09,44.8125,44.8125,44.5625,44.65625,24.507720947265625,122100
1993-02-10,44.65625,44.75,44.53125,44.71875,24.542009353637695,379600
1993-02-11,44.78125,45.125,44.78125,44.9375,24.662063598632812,19500
1993-02-12,44.875,44.875,44.59375,44.59375,24.473421096801758,42500
1993-02-16,44.46875,44.46875,43.40625,43.46875,23.856006622314453,374800
1993-02-17,43.46875,43.53125,43.28125,43.4375,23.838863372802734,210900
1993-02-18,43.9375,43.9375,42.8125,43.40625,23.821704864501953,378100
1993-02-19,43.40625,43.5625,43.34375,43.5625,23.907459259033203,34900
1993-02-22,43.6875,43.78125,43.5625,43.71875,23.993202209472656,513600
1993-02-23,43.84375,43.875,43.46875,43.6875,23.976058959960938,373700
1993-02-24,43.71875,44.25,43.71875,44.25,24.284774780273438,26300
1993-02-25,44.21875,44.375,44.125,44.34375,24.336210250854492,44500
1993-02-26,44.4375,44.4375,44.1875,44.40625,24.370513916015625,66200
1993-03-01,44.5625,44.5625,44.21875,44.28125,24.301910400390625,66500
1993-03-02,44.3125,44.9375,44.25,44.9375,24.662063598632812,182400
1993-03-03,45.0,45.15625,44.9375,45.125,24.76496696472168,280100
1993-03-04,45.1875,45.1875,44.875,44.875,24.627761840820312,89500
1993-03-05,44.9375,45.125,44.71875,44.75,24.559167861938477,40000
1993-03-08,44.84375,45.75,44.84375,45.75,25.107969284057617,50800
1993-03-09,45.65625,45.6875,45.5,45.59375,25.022235870361328,169300
1993-03-10,45.59375,45.6875,45.40625,45.6875,25.07367706298828,194400
1993-03-11,45.71875,45.84375,45.5,45.5625,25.00507354736328,70900
1993-03-12,45.1875,45.21875,44.8125,45.09375,24.747821807861328,643600
1993-03-15,45.0625,45.3125,45.0625,45.3125,24.867868423461914,310800
1993-03-16,45.3125,45.4375,45.3125,45.3125,24.867868423461914,30800
1993-03-17,45.25,45.25,44.96875,45.03125,24.713516235351562,21800
1993-03-18,45.21875,45.5,45.21875,45.3125,24.867868423461914,59300
1993-03-19,45.28125,45.28125,45.03125,45.03125,24.83023452758789,66900
1993-03-22,44.59375,44.875,44.5625,44.78125,24.692384719848633,183400
1993-03-23,44.90625,44.9375,44.8125,44.875,24.74408531188965,55200
1993-03-24,44.8125,45.0625,44.59375,44.875,24.74408531188965,37200
1993-03-25,44.90625,45.25,44.84375,45.15625,24.899166107177734,110100
1993-03-26,45.125,45.15625,44.875,44.90625,24.761310577392578,101500
1993-03-29,44.9375,45.3125,44.9375,45.09375,24.864704132080078,87100
1993-03-30,45.15625,45.21875,45.09375,45.21875,24.93363380432129,56000
1993-03-31,45.34375,45.46875,45.1875,45.1875,24.916393280029297,111600
1993-04-01,45.25,45.25,44.9375,45.03125,24.83023452758789,129500
1993-04-02,44.65625,44.65625,44.09375,44.09375,24.31329345703125,59400
1993-04-05,44.4375,44.4375,44.1875,44.3125,24.43392562866211,172200
1993-04-06,44.40625,44.40625,44.0625,44.1875,24.36499786376953,129700
1993-04-07,44.25,44.34375,44.15625,44.34375,24.451147079467773,28000
1993-04-08,44.53125,44.53125,44.09375,44.28125,24.416677474975586,180800
1993-04-12,44.71875,44.9375,44.65625,44.90625,24.761310577392578,348500
1993-04-13,44.875,45.15625,44.84375,45.0,24.813007354736328,146100
1993-04-14,45.03125,45.0625,44.90625,44.9375,24.778541564941406,119600
1993-04-15,44.90625,45.03125,44.75,44.9375,24.778541564941406,148600
1993-04-16,44.96875,45.03125,44.875,44.9375,24.778541564941406,47900
1993-04-19,44.9375,45.0625,44.71875,44.75,24.675153732299805,157000
1993-04-20,44.6875,44.75,44.25,44.53125,24.55455207824707,279500
1993-04-21,44.625,44.625,44.375,44.5,24.537315368652344,67900
1993-04-22,44.3125,44.6875,43.9375,43.9375,24.227136611938477,97700
1993-04-23,43.84375,43.96875,43.6875,43.75,24.123764038085938,106000
1993-04-26,43.78125,43.9375,43.28125,43.40625,23.93421173095703,62600
1993-04-27,43.34375,43.875,43.34375,43.875,24.19267463684082,156800
1993-04-28,43.8125,43.90625,43.71875,43.78125,24.140987396240234,85900
1993-04-29,43.875,43.96875,43.625,43.96875,24.244380950927734,85000
1993-04-30,44.125,44.28125,44.03125,44.03125,24.278837203979492,88500
1993-05-03,44.09375,44.3125,43.90625,44.3125,24.43392562866211,80500
1993-05-04,44.40625,44.625,44.34375,44.46875,24.52007293701172,149100
1993-05-05,44.46875,44.75,44.46875,44.59375,24.589006423950195,109000
1993-05-06,44.53125,44.5625,44.40625,44.4375,24.50284194946289,54700
1993-05-07,44.46875,44.46875,44.28125,44.34375,24.451147079467773,68000
1993-05-10,44.40625,44.6875,44.40625,44.4375,24.50284194946289,113900
1993-05-11,44.4375,44.625,44.3125,44.625,24.606231689453125,42600
1993-05-12,44.4375,44.59375,44.4375,44.5625,24.571773529052734,31000
1993-05-13,44.375,44.375,44.0,44.03125,24.278837203979492,129100
1993-05-14,44.03125,44.15625,43.96875,44.0,24.26160430908203,63500
1993-05-17,44.125,44.15625,43.9375,44.15625,24.347766876220703,34000
1993-05-18,44.1875,44.21875,43.96875,44.125,24.330520629882812,105200
1993-05-19,44.125,45.03125,43.84375,45.03125,24.83023452758789,50200
1993-05-20,45.03125,45.15625,44.9375,45.15625,24.899166107177734,98200
1993-05-21,45.1875,45.25,44.71875,44.75,24.675153732299805,221400
1993-05-24,44.84375,45.09375,44.84375,44.9375,24.778541564941406,30500
1993-05-25,45.125,45.125,45.03125,45.03125,24.83023452758789,191800
1993-05-26,45.15625,45.625,45.125,45.59375,25.140396118164062,102400
1993-05-27,45.65625,45.65625,45.375,45.4375,25.05423927307129,53800
1993-05-28,45.40625,45.40625,45.0,45.21875,24.93363380432129,79100
